weekday;dia;hora;periodo;demand
Wednesday;25/03/2020;6;30;65
Wednesday;25/03/2020;7;0;7
Wednesday;25/03/2020;7;30;6
Wednesday;25/03/2020;8;0;11
Wednesday;25/03/2020;8;30;30
Wednesday;25/03/2020;9;0;73
Wednesday;25/03/2020;9;30;20
Wednesday;25/03/2020;10;0;39
Wednesday;25/03/2020;10;30;17
Wednesday;25/03/2020;11;0;9
Wednesday;25/03/2020;11;30;10
Wednesday;25/03/2020;12;0;7
Wednesday;25/03/2020;12;30;5
Wednesday;25/03/2020;13;0;1
Wednesday;25/03/2020;13;30;1
Wednesday;25/03/2020;15;30;1
Wednesday;25/03/2020;16;0;9
Wednesday;25/03/2020;16;30;6
Wednesday;25/03/2020;17;0;10
Wednesday;25/03/2020;17;30;3
