diasemana;dia;hora;periodo;Avail;Reject;Moto;Van;Carro;LicGrey;LicRed;ThermalBag
Wednesday;2020-02-26 00:00:00.000;4;30;49;27;34;0;15;18;31;31
Wednesday;2020-02-26 00:00:00.000;5;0;49;27;35;2;12;17;32;33
Wednesday;2020-02-26 00:00:00.000;5;30;53;29;36;1;16;14;39;34
Wednesday;2020-02-26 00:00:00.000;6;0;84;46;63;3;18;33;51;61
Wednesday;2020-02-26 00:00:00.000;6;30;87;47;67;2;18;33;54;66
Wednesday;2020-02-26 00:00:00.000;7;0;103;56;78;3;22;35;68;78
Wednesday;2020-02-26 00:00:00.000;7;30;115;62;96;4;15;43;72;96
Wednesday;2020-02-26 00:00:00.000;8;0;123;66;104;4;15;47;76;103
Wednesday;2020-02-26 00:00:00.000;8;30;142;77;122;5;15;58;84;121
Wednesday;2020-02-26 00:00:00.000;9;0;148;80;128;4;16;61;87;127
Wednesday;2020-02-26 00:00:00.000;9;30;159;86;140;4;15;68;91;138
Wednesday;2020-02-26 00:00:00.000;10;0;177;95;153;6;18;78;99;152
Wednesday;2020-02-26 00:00:00.000;10;30;165;89;143;3;19;74;91;142
Wednesday;2020-02-26 00:00:00.000;11;0;202;109;179;3;20;91;111;177
Wednesday;2020-02-26 00:00:00.000;11;30;183;99;162;4;17;76;107;160
Wednesday;2020-02-26 00:00:00.000;12;0;176;95;147;6;23;71;105;145
Wednesday;2020-02-26 00:00:00.000;12;30;183;99;157;5;21;75;108;154
Wednesday;2020-02-26 00:00:00.000;13;0;165;89;141;3;21;74;91;135
Wednesday;2020-02-26 00:00:00.000;13;30;166;90;140;4;22;72;94;136
Wednesday;2020-02-26 00:00:00.000;14;0;161;87;139;5;17;69;92;134
Wednesday;2020-02-26 00:00:00.000;14;30;155;84;132;4;19;67;88;129
Wednesday;2020-02-26 00:00:00.000;15;0;157;85;134;4;19;66;91;132
Wednesday;2020-02-26 00:00:00.000;15;30;168;91;143;6;19;67;101;141
Wednesday;2020-02-26 00:00:00.000;16;0;169;91;143;4;22;74;95;141
Wednesday;2020-02-26 00:00:00.000;16;30;153;83;126;4;23;64;89;124
Wednesday;2020-02-26 00:00:00.000;17;0;149;80;127;3;19;60;89;123
Wednesday;2020-02-26 00:00:00.000;17;30;137;74;119;3;15;51;86;114
Wednesday;2020-02-26 00:00:00.000;18;0;129;70;114;3;12;58;71;110
Wednesday;2020-02-26 00:00:00.000;18;30;125;68;108;3;14;55;70;104
Wednesday;2020-02-26 00:00:00.000;19;0;128;69;108;3;17;62;66;105
Wednesday;2020-02-26 00:00:00.000;19;30;137;74;114;3;20;64;73;109
Wednesday;2020-02-26 00:00:00.000;20;0;108;58;90;1;17;46;62;87
Wednesday;2020-02-26 00:00:00.000;20;30;105;57;89;1;15;46;59;86
Wednesday;2020-02-26 00:00:00.000;21;0;93;50;78;1;14;42;51;75
Wednesday;2020-02-26 00:00:00.000;21;30;98;53;83;2;13;45;53;80
Wednesday;2020-02-26 00:00:00.000;22;0;100;54;82;1;17;41;59;79
Wednesday;2020-02-26 00:00:00.000;22;30;91;49;74;1;16;35;56;71
Wednesday;2020-02-26 00:00:00.000;23;0;82;44;65;2;15;30;52;62
Wednesday;2020-02-26 00:00:00.000;23;30;70;38;54;1;15;23;47;51
Thursday;2020-02-27 00:00:00.000;0;0;70;38;56;1;13;24;46;53
Thursday;2020-02-27 00:00:00.000;0;30;61;33;46;1;14;21;40;44
Thursday;2020-02-27 00:00:00.000;1;0;58;32;44;1;13;21;37;42
Thursday;2020-02-27 00:00:00.000;1;30;55;30;43;1;11;19;36;41
Thursday;2020-02-27 00:00:00.000;2;0;55;30;44;1;10;20;35;42
Thursday;2020-02-27 00:00:00.000;2;30;52;28;41;1;10;19;33;39
Thursday;2020-02-27 00:00:00.000;3;0;51;28;38;2;11;17;34;36
Thursday;2020-02-27 00:00:00.000;3;30;52;28;38;1;13;18;34;36
Thursday;2020-02-27 00:00:00.000;4;0;51;28;38;1;12;18;33;36
Thursday;2020-02-27 00:00:00.000;4;30;49;27;37;1;11;17;32;35
Thursday;2020-02-27 00:00:00.000;5;0;57;31;39;2;16;20;37;36
Thursday;2020-02-27 00:00:00.000;5;30;67;36;47;2;18;23;44;44
Thursday;2020-02-27 00:00:00.000;6;0;83;45;64;3;16;36;47;62
Thursday;2020-02-27 00:00:00.000;6;30;98;53;80;2;16;48;50;78
Thursday;2020-02-27 00:00:00.000;7;0;111;60;88;3;20;46;65;84
Thursday;2020-02-27 00:00:00.000;7;30;122;66;102;3;17;53;69;98
Thursday;2020-02-27 00:00:00.000;8;0;136;73;116;4;16;57;79;112
Thursday;2020-02-27 00:00:00.000;8;30;159;86;137;4;18;66;93;133
Thursday;2020-02-27 00:00:00.000;9;0;186;100;169;2;15;75;111;159
Thursday;2020-02-27 00:00:00.000;9;30;201;108;181;5;15;82;119;173
Thursday;2020-02-27 00:00:00.000;10;0;210;113;189;6;15;90;120;182
Thursday;2020-02-27 00:00:00.000;10;30;193;104;175;5;13;82;111;170
Thursday;2020-02-27 00:00:00.000;11;0;182;98;165;5;12;80;102;159
Thursday;2020-02-27 00:00:00.000;11;30;196;106;175;5;16;97;99;165
Thursday;2020-02-27 00:00:00.000;12;0;211;114;187;3;21;100;111;179
Thursday;2020-02-27 00:00:00.000;12;30;221;119;206;3;12;109;112;197
Thursday;2020-02-27 00:00:00.000;13;0;215;116;196;4;15;105;110;193
Thursday;2020-02-27 00:00:00.000;13;30;215;116;198;5;12;100;115;195
Thursday;2020-02-27 00:00:00.000;14;0;188;101;173;3;12;95;93;169
Thursday;2020-02-27 00:00:00.000;14;30;207;112;189;2;16;104;103;187
Thursday;2020-02-27 00:00:00.000;15;0;211;114;190;3;18;101;110;188
Thursday;2020-02-27 00:00:00.000;15;30;204;110;185;3;16;92;112;182
Thursday;2020-02-27 00:00:00.000;16;0;197;106;179;3;15;94;103;175
Thursday;2020-02-27 00:00:00.000;16;30;207;112;185;3;19;83;124;182
Thursday;2020-02-27 00:00:00.000;17;0;192;103;176;1;15;76;116;172
Thursday;2020-02-27 00:00:00.000;17;30;194;105;174;2;18;89;105;168
Thursday;2020-02-27 00:00:00.000;18;0;176;95;157;1;18;84;92;152
Thursday;2020-02-27 00:00:00.000;18;30;164;88;144;3;17;79;85;140
Thursday;2020-02-27 00:00:00.000;19;0;163;88;143;3;17;79;84;139
Thursday;2020-02-27 00:00:00.000;19;30;156;84;135;3;18;78;78;132
Thursday;2020-02-27 00:00:00.000;20;0;153;83;134;3;16;74;79;131
Thursday;2020-02-27 00:00:00.000;20;30;148;80;129;3;16;73;75;126
Thursday;2020-02-27 00:00:00.000;21;0;143;77;126;2;15;65;78;124
Thursday;2020-02-27 00:00:00.000;21;30;151;81;133;2;16;69;82;131
Thursday;2020-02-27 00:00:00.000;22;0;138;75;119;2;17;63;75;117
Thursday;2020-02-27 00:00:00.000;22;30;124;67;104;1;19;55;69;103
Thursday;2020-02-27 00:00:00.000;23;0;105;57;87;1;17;42;63;86
Thursday;2020-02-27 00:00:00.000;23;30;97;53;81;1;15;38;59;80
